time	V(n001)	V(n004)	I(L4)	I(R1)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
1.466584418990146e-008	1.876567e-002	1.420569e-006	-3.499555e-010	1.416998e-008
2.933168837980291e-008	3.753134e-002	5.639254e-006	1.096048e-012	5.639264e-008
4.399753256970437e-008	5.629701e-002	1.265605e-005	1.053155e-009	1.266680e-007
5.866337675960582e-008	7.506268e-002	2.247097e-005	2.806221e-009	2.249960e-007
7.332922094950727e-008	9.382835e-002	3.508400e-005	5.260294e-009	3.513768e-007
8.799506513940873e-008	1.125940e-001	5.049515e-005	8.415374e-009	5.058102e-007
1.026609093293102e-007	1.313597e-001	6.870442e-005	1.227146e-008	6.882963e-007
1.280188124754927e-007	1.638064e-001	1.066973e-004	2.369118e-008	1.069391e-006
1.596842915035786e-007	2.043239e-001	1.657387e-004	4.572601e-008	1.662053e-006
1.991960900915205e-007	2.548812e-001	2.573852e-004	8.815607e-008	2.582849e-006
2.485585403673048e-007	3.180429e-001	3.997505e-004	1.698246e-007	4.014839e-006
3.102174752372409e-007	3.969386e-001	6.207415e-004	3.266781e-007	6.240765e-006
3.873198236695002e-007	4.955948e-001	9.639148e-004	6.275033e-007	9.703223e-006
4.837671893392866e-007	6.190040e-001	1.490622e-003	1.188227e-006	1.502758e-005
5.837671893392866e-007	7.469589e-001	2.147976e-003	2.020026e-006	2.168613e-005
6.837671893392866e-007	8.749138e-001	2.921905e-003	3.158047e-006	2.954175e-005
7.837671893392866e-007	1.002869e+000	3.811874e-003	4.646383e-006	3.859365e-005
8.837671893392866e-007	1.130824e+000	4.816328e-003	6.524171e-006	4.883027e-005
9.837671893392866e-007	1.258779e+000	5.933750e-003	8.827889e-006	6.024025e-005
1.083767189339287e-006	1.386734e+000	7.162668e-003	1.159151e-005	7.281233e-005
1.183767189339287e-006	1.514688e+000	8.501644e-003	1.484663e-005	8.653544e-005
1.283767189339286e-006	1.642643e+000	9.949280e-003	1.862263e-005	1.013986e-004
1.383767189339286e-006	1.770598e+000	1.150421e-002	2.294676e-005	1.173911e-004
1.483767189339286e-006	1.898553e+000	1.316511e-002	2.784431e-005	1.345021e-004
1.583767189339286e-006	2.026508e+000	1.493067e-002	3.333867e-005	1.527212e-004
1.683767189339286e-006	2.154463e+000	1.679963e-002	3.945147e-005	1.720379e-004
1.783767189339286e-006	2.282418e+000	1.877074e-002	4.620269e-005	1.924420e-004
1.883767189339286e-006	2.410373e+000	2.084281e-002	5.361073e-005	2.139233e-004
1.983767189339286e-006	2.538328e+000	2.301463e-002	6.169249e-005	2.364716e-004
2.083767189339286e-006	2.666283e+000	2.528507e-002	7.046349e-005	2.600772e-004
2.183767189339285e-006	2.794238e+000	2.765297e-002	7.993793e-005	2.847302e-004
2.283767189339285e-006	2.922192e+000	3.011724e-002	9.012878e-005	3.104209e-004
2.383767189339285e-006	3.050147e+000	3.267679e-002	1.010478e-004	3.371396e-004
2.483767189339285e-006	3.178102e+000	3.533055e-002	1.127058e-004	3.648770e-004
2.583767189339285e-006	3.306057e+000	3.807747e-002	1.251123e-004	3.936236e-004
2.683767189339285e-006	3.434012e+000	4.091654e-002	1.382760e-004	4.233702e-004
2.783767189339285e-006	3.561967e+000	4.384675e-002	1.522048e-004	4.541076e-004
2.983767189339285e-006	3.817877e+000	4.997666e-002	1.823840e-004	5.185184e-004
3.183767189339284e-006	4.073786e+000	5.645954e-002	2.156958e-004	5.867847e-004
3.383767189339284e-006	4.329696e+000	6.328797e-002	2.521744e-004	6.588366e-004
3.583767189339284e-006	4.585606e+000	7.045481e-002	2.918437e-004	7.346056e-004
3.783767189339284e-006	4.841515e+000	7.795312e-002	3.347188e-004	8.140247e-004
4.083767189339283e-006	5.225379e+000	8.980750e-002	4.050560e-004	9.398537e-004
4.383767189339283e-006	5.609244e+000	1.023709e-001	4.826162e-004	1.073532e-003
4.683767189339283e-006	5.993108e+000	1.156224e-001	5.673661e-004	1.214849e-003
4.983767189339282e-006	6.376972e+000	1.295421e-001	6.592482e-004	1.363601e-003
5.540910046482141e-006	7.089862e+000	1.573489e-001	8.506026e-004	1.661576e-003
6.098052903624999e-006	7.802752e+000	1.870239e-001	1.063637e-003	1.980586e-003
6.655195760767858e-006	8.515642e+000	2.185670e-001	1.298351e-003	2.320633e-003
7.212338617910716e-006	9.228531e+000	2.519783e-001	1.554745e-003	2.681716e-003
7.769481475053574e-006	9.941420e+000	2.872577e-001	1.832818e-003	3.063835e-003
8.326624332196432e-006	1.065431e+001	3.244052e-001	2.132571e-003	3.466990e-003
8.883767189339288e-006	1.136720e+001	3.634210e-001	2.454004e-003	3.891181e-003
9.769481475053580e-006	1.250051e+001	4.288645e-001	3.006936e-003	4.604344e-003
1.065519576076787e-005	1.363381e+001	4.972996e-001	3.596167e-003	5.351714e-003
1.154091004648217e-005	1.476712e+001	5.687264e-001	4.221698e-003	6.133292e-003
1.242662433219646e-005	1.590042e+001	6.431448e-001	4.883528e-003	6.949076e-003
1.331233861791075e-005	1.703372e+001	7.205548e-001	5.581658e-003	7.799068e-003
1.419805290362504e-005	1.816702e+001	8.009564e-001	6.316087e-003	8.683267e-003
1.508376718933933e-005	1.930032e+001	8.843497e-001	7.086815e-003	9.601673e-003
1.666948147505361e-005	2.132929e+001	1.039804e+000	8.541975e-003	1.131678e-002
1.825519576076788e-005	2.335824e+001	1.199725e+000	1.005161e-002	1.308468e-002
1.984091004648215e-005	2.538719e+001	1.364112e+000	1.161573e-002	1.490539e-002
2.142662433219642e-005	2.741612e+001	1.532966e+000	1.323432e-002	1.677889e-002
2.301233861791069e-005	2.944505e+001	1.706286e+000	1.490740e-002	1.870519e-002
2.459805290362496e-005	3.147397e+001	1.884073e+000	1.663495e-002	2.068429e-002
2.618376718933923e-005	3.350288e+001	2.066326e+000	1.841698e-002	2.271619e-002
2.982662433219644e-005	3.816385e+001	2.495645e+000	2.264053e-002	2.751420e-002
3.346948147505366e-005	4.282474e+001	2.929964e+000	2.692508e-002	3.238455e-002
3.711233861791087e-005	4.748553e+001	3.369282e+000	3.127065e-002	3.732722e-002
4.075519576076808e-005	5.214622e+001	3.813599e+000	3.567722e-002	4.234222e-002
4.439805290362529e-005	5.680683e+001	4.262915e+000	4.014479e-002	4.742956e-002
4.804091004648250e-005	6.146733e+001	4.717231e+000	4.467338e-002	5.258922e-002
5.168376718933971e-005	6.612775e+001	5.176546e+000	4.926297e-002	5.782122e-002
5.848376718933987e-005	7.482694e+001	6.032512e+000	5.781292e-002	6.761675e-002
6.528376718934004e-005	8.352551e+001	6.889285e+000	6.637286e-002	7.747975e-002
7.208376718934021e-005	9.222344e+001	7.746865e+000	7.494279e-002	8.741022e-002
7.888376718934037e-005	1.009207e+002	8.605252e+000	8.352271e-002	9.740815e-002
8.568376718934054e-005	1.096174e+002	9.464446e+000	9.211263e-002	1.074736e-001
9.248376718934070e-005	1.183134e+002	1.032445e+001	1.007125e-001	1.176064e-001
9.928376718934086e-005	1.270088e+002	1.118526e+001	1.093224e-001	1.278068e-001
9.938376718934086e-005	1.271367e+002	1.119790e+001	1.094489e-001	1.279570e-001
1.139980529036269e-004	1.458226e+002	1.304603e+001	1.279303e-001	1.500582e-001
1.286123386179130e-004	1.645028e+002	1.489360e+001	1.464064e-001	1.724231e-001
1.432266243321991e-004	1.831771e+002	1.674064e+001	1.648771e-001	1.950520e-001
1.578409100464852e-004	2.018455e+002	1.858712e+001	1.833425e-001	2.179447e-001
1.724551957607712e-004	2.205081e+002	2.043306e+001	2.018025e-001	2.411012e-001
1.870694814750573e-004	2.391649e+002	2.227845e+001	2.202572e-001	2.645216e-001
2.016837671893433e-004	2.578158e+002	2.412330e+001	2.387065e-001	2.882058e-001
2.017837671893433e-004	2.579433e+002	2.413592e+001	2.388327e-001	2.883688e-001
2.163980529036294e-004	2.765864e+002	2.597997e+001	2.572741e-001	3.123159e-001
2.310123386179155e-004	2.952196e+002	2.782307e+001	2.757061e-001	3.365216e-001
2.456266243322016e-004	3.138430e+002	2.966522e+001	2.941286e-001	3.609858e-001
2.602409100464876e-004	3.324566e+002	3.150641e+001	3.125416e-001	3.857087e-001
2.748551957607737e-004	3.510604e+002	3.334665e+001	3.309452e-001	4.106901e-001
2.894694814750598e-004	3.696543e+002	3.518593e+001	3.493393e-001	4.359301e-001
3.040837671893458e-004	3.882385e+002	3.702426e+001	3.677239e-001	4.614287e-001
3.041837671893458e-004	3.883656e+002	3.703683e+001	3.678496e-001	4.616041e-001
3.187980529036319e-004	4.069379e+002	3.887400e+001	3.862227e-001	4.873605e-001
3.334123386179180e-004	4.254965e+002	4.070982e+001	4.045824e-001	5.133700e-001
3.480266243322041e-004	4.440413e+002	4.254429e+001	4.229287e-001	5.396326e-001
3.626409100464901e-004	4.625723e+002	4.437742e+001	4.412617e-001	5.661483e-001
3.772551957607762e-004	4.810896e+002	4.620921e+001	4.595812e-001	5.929171e-001
3.918694814750623e-004	4.995931e+002	4.803964e+001	4.778874e-001	6.199390e-001
4.064837671893483e-004	5.180828e+002	4.986874e+001	4.961802e-001	6.472140e-001
4.065837671893483e-004	5.182092e+002	4.988124e+001	4.963053e-001	6.474015e-001
4.211980529036328e-004	5.366831e+002	5.170878e+001	5.145827e-001	6.749286e-001
4.358123386179173e-004	5.551394e+002	5.353459e+001	5.328427e-001	7.027029e-001
4.504266243322017e-004	5.735779e+002	5.535866e+001	5.510855e-001	7.307245e-001
4.650409100464862e-004	5.919987e+002	5.718099e+001	5.693111e-001	7.589934e-001
4.796551957607707e-004	6.104019e+002	5.900159e+001	5.875193e-001	7.875095e-001
4.942694814750552e-004	6.287873e+002	6.082046e+001	6.057103e-001	8.162728e-001
5.088837671893396e-004	6.471551e+002	6.263759e+001	6.238841e-001	8.452834e-001
5.089837671893396e-004	6.472807e+002	6.265002e+001	6.240084e-001	8.454828e-001
5.235980529036177e-004	6.656287e+002	6.446521e+001	6.421627e-001	8.747394e-001
5.382123386178959e-004	6.839550e+002	6.627828e+001	6.602960e-001	9.042370e-001
5.528266243321740e-004	7.022598e+002	6.808923e+001	6.784081e-001	9.339757e-001
5.674409100464522e-004	7.205430e+002	6.989805e+001	6.964990e-001	9.639554e-001
5.820551957607304e-004	7.388046e+002	7.170476e+001	7.145689e-001	9.941761e-001
5.966694814750085e-004	7.570446e+002	7.350934e+001	7.326176e-001	1.024638e+000
6.112837671892866e-004	7.752631e+002	7.531180e+001	7.506452e-001	1.055341e+000
6.113837671892866e-004	7.753876e+002	7.532413e+001	7.507684e-001	1.055552e+000
